age,gender,interest_history,interest_mathematics,interest_physics,interest_computers,interest_economy,interest_medical,interest_law,interest_geography,interest_psychology,phobia_Flying,phobia_storm,phobia_darkness,phobia_heights,phobia_ageing,phobia_public_speaking
16.0,female,Disagree,Agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Slightly afraid,Slightly afraid,Not afraid,Slightly afraid,Not afraid,Slightly afraid
21.0,female,Strongly disagree,Agree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Very much afraid,afraid,Slightly afraid,Very much afraid,afraid,afraid
20.0,female,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Not afraid,Slightly afraid,Slightly afraid,afraid,Not afraid,Not afraid
22.0,female,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Strongly agree,Slightly afraid,Slightly afraid,Not afraid,Very afraid,Not afraid,Not afraid
19.0,male,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid
20.0,female,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Not afraid,Slightly afraid,afraid,Very afraid,Not afraid,Not afraid
25.0,male,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Not afraid,Not afraid,Not afraid,Very afraid,Not afraid,afraid
23.0,male,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Very afraid,Not afraid,Not afraid,Not afraid,Not afraid,Very afraid
20.0,female,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Not afraid,Not afraid,Not afraid,Slightly afraid,afraid,Slightly afraid
20.0,female,Strongly agree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Not afraid,Slightly afraid,Slightly afraid,Very much afraid,Slightly afraid,Slightly afraid
21.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Very afraid,Very much afraid,Very afraid,afraid,afraid,Very afraid
19.0,female,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Not afraid,Not afraid,Not afraid,Slightly afraid,afraid,Slightly afraid
21.0,female,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Very much afraid,afraid,Very much afraid,Not afraid,Very afraid,Slightly afraid
16.0,female,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Strongly agree,Disagree,Slightly afraid,afraid,Very much afraid,Very much afraid,Not afraid,Not afraid
20.0,male,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid
18.0,female,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Neutral,Agree,Very afraid,afraid,Very afraid,afraid,Slightly afraid,Not afraid
21.0,female,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Not afraid,Not afraid,Not afraid,Very much afraid,Not afraid,Not afraid
21.0,male,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Slightly afraid,Not afraid,Slightly afraid,Slightly afraid,afraid,afraid
18.0,male,Agree,Neutral,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Not afraid,Slightly afraid,afraid,Very afraid,Not afraid,Not afraid
19.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Not afraid,Very much afraid,Very much afraid,afraid,Very much afraid,Slightly afraid
20.0,female,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Neutral,Disagree,afraid,afraid,Very afraid,Not afraid,Not afraid,Not afraid
18.0,male,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Neutral,Disagree,Disagree,Agree,Not afraid,Not afraid,Slightly afraid,Very afraid,Very much afraid,afraid
18.0,female,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,afraid,Very afraid,afraid,Very afraid,Slightly afraid,afraid
23.0,female,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,Not afraid,Not afraid
20.0,female,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Agree,Strongly agree,Neutral,Not afraid,Very much afraid,Very much afraid,Very much afraid,Not afraid,afraid
18.0,female,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Neutral,afraid,Slightly afraid,Slightly afraid,Slightly afraid,Not afraid,Not afraid
28.0,female,Agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Not afraid,afraid,afraid,afraid,Slightly afraid,Very afraid
24.0,female,Disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Neutral,Disagree,Agree,Very afraid,Very afraid,Slightly afraid,Very afraid,Very much afraid,Not afraid
19.0,female,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,,,Slightly afraid,Very afraid,Slightly afraid,Not afraid,Very much afraid
21.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Agree,afraid,afraid,afraid,Very much afraid,Not afraid,afraid
22.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Slightly afraid,Slightly afraid,Very afraid,afraid,Not afraid,Slightly afraid
19.0,male,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Not afraid,Not afraid,Not afraid,Very much afraid,Not afraid,Slightly afraid
18.0,female,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,afraid,afraid,Very much afraid,afraid,afraid,afraid
21.0,female,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Slightly afraid,afraid,Not afraid,Very afraid,Very afraid,Slightly afraid
19.0,female,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Neutral,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid
19.0,male,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly disagree,Neutral,Strongly disagree,afraid,Slightly afraid,Not afraid,Very afraid,afraid,Very afraid
20.0,male,Strongly agree,Disagree,Neutral,Strongly agree,Disagree,Disagree,Disagree,Neutral,Strongly agree,Not afraid,Not afraid,Slightly afraid,Very much afraid,afraid,Very afraid
19.0,female,Neutral,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Slightly afraid,Not afraid,afraid,Slightly afraid,Very much afraid,afraid
18.0,male,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Neutral,Agree,Neutral,Slightly afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid
18.0,female,Disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Slightly afraid,Very afraid,Very much afraid,Very much afraid,Slightly afraid,Slightly afraid
19.0,male,Disagree,Disagree,Neutral,Neutral,Disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Not afraid,Not afraid,Slightly afraid,Not afraid,Very much afraid,Slightly afraid
18.0,female,Strongly disagree,Strongly disagree,Neutral,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Strongly agree,Slightly afraid,Very afraid,Very afraid,Very afraid,afraid,afraid
18.0,female,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Strongly agree,Very afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,afraid
19.0,male,Agree,Neutral,Strongly disagree,Neutral,Strongly agree,Disagree,Disagree,Agree,Neutral,Not afraid,Not afraid,Slightly afraid,Very afraid,Very afraid,afraid
19.0,female,Agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Not afraid,Slightly afraid,Very afraid,Very afraid,Very afraid,Very much afraid
19.0,female,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid,Very afraid
18.0,female,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Slightly afraid,Not afraid,Slightly afraid,Slightly afraid,afraid,Slightly afraid
18.0,female,Strongly agree,Neutral,Disagree,Strongly disagree,Neutral,Disagree,Agree,Agree,Strongly agree,Not afraid,Slightly afraid,Very afraid,Not afraid,Slightly afraid,Slightly afraid
19.0,female,Neutral,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Neutral,Strongly agree,Not afraid,Slightly afraid,Slightly afraid,afraid,Very afraid,Slightly afraid
20.0,female,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Not afraid,Slightly afraid,Slightly afraid,afraid,Not afraid,Slightly afraid
19.0,male,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Agree,Slightly afraid,Not afraid,Slightly afraid,Very afraid,Not afraid,Very afraid
26.0,female,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Very much afraid,afraid,afraid,Very much afraid,Not afraid,afraid
19.0,female,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Neutral,Not afraid,afraid,Slightly afraid,afraid,afraid,Slightly afraid
19.0,female,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Disagree,Not afraid,Not afraid,Slightly afraid,Very afraid,afraid,afraid
22.0,male,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Not afraid,Slightly afraid,Not afraid,afraid,Not afraid,afraid
20.0,male,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly agree,Disagree,Strongly disagree,Neutral,Not afraid,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid
28.0,female,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Not afraid,Very afraid,Very much afraid,Not afraid,Very much afraid,Very afraid
19.0,female,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Disagree,Not afraid,Not afraid,Slightly afraid,Very afraid,afraid,afraid
21.0,female,Neutral,Neutral,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Not afraid,afraid,afraid,afraid,Very afraid,Not afraid
19.0,female,Strongly disagree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Neutral,afraid,Very much afraid,Very much afraid,Very afraid,Slightly afraid,Very much afraid
22.0,male,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Slightly afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,Very afraid
19.0,male,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Strongly agree,Not afraid,Not afraid,Not afraid,afraid,Slightly afraid,Very afraid
18.0,female,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very much afraid,Very much afraid,Not afraid,Not afraid,Not afraid,Not afraid
19.0,female,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,afraid
22.0,male,Agree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Not afraid,Not afraid,Not afraid,Not afraid,Very much afraid,Not afraid
29.0,male,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid
,female,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,afraid,Slightly afraid,afraid,Very afraid,Very much afraid,afraid
18.0,female,Strongly disagree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Very afraid,Very afraid,Very afraid,Very afraid,afraid,Very much afraid
22.0,female,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Neutral,Not afraid,Slightly afraid,afraid,Very much afraid,afraid,Not afraid
17.0,female,Strongly agree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Strongly agree,Disagree,Slightly afraid,Slightly afraid,Not afraid,Not afraid,afraid,Slightly afraid
19.0,male,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,afraid
20.0,female,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Slightly afraid,Slightly afraid,afraid,Very afraid,Very afraid,Very much afraid
18.0,female,Neutral,Agree,Disagree,Neutral,Strongly agree,Disagree,Disagree,Neutral,Disagree,Slightly afraid,Slightly afraid,Not afraid,Not afraid,afraid,Very afraid
22.0,male,Neutral,Neutral,Disagree,Strongly agree,Neutral,Neutral,Disagree,Agree,Disagree,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Very afraid,afraid
19.0,female,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Neutral,afraid,Not afraid,Very much afraid,Slightly afraid,afraid,Very afraid
20.0,male,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Not afraid,Not afraid,Slightly afraid,Slightly afraid,afraid,Not afraid
25.0,male,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,afraid,Very afraid,Slightly afraid,Very afraid,Very afraid,Very much afraid
29.0,male,Strongly agree,Disagree,Disagree,Neutral,Disagree,Strongly agree,Disagree,Neutral,Neutral,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Very afraid
19.0,male,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Neutral,Not afraid,afraid,Very afraid,Very afraid,Slightly afraid,Very much afraid
18.0,female,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly agree,Slightly afraid,afraid,Very much afraid,Not afraid,Not afraid,afraid
20.0,female,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Neutral,Slightly afraid,Very much afraid,Slightly afraid,Very much afraid,Slightly afraid,afraid
18.0,female,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Not afraid,Not afraid,Not afraid,afraid,afraid,Not afraid
30.0,male,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Very much afraid,Not afraid,afraid,Very afraid,Slightly afraid,Very afraid
20.0,female,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Not afraid,Slightly afraid,Slightly afraid,Not afraid,afraid,Slightly afraid
21.0,female,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Slightly afraid,Slightly afraid,Very afraid,Not afraid,Not afraid,Very afraid
22.0,male,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Not afraid,Not afraid,Not afraid,Not afraid,afraid,Slightly afraid
22.0,male,Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Slightly afraid,Not afraid,Slightly afraid,Very afraid,Not afraid,Very afraid
20.0,female,Neutral,Agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Agree,Not afraid,Not afraid,afraid,Not afraid,Very afraid,afraid
20.0,female,Agree,Agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Neutral,Neutral,Disagree,Not afraid,afraid,Not afraid,Slightly afraid,Very much afraid,Very much afraid
19.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Disagree,Neutral,Strongly disagree,Not afraid,Not afraid,Slightly afraid,Not afraid,Very much afraid,afraid
28.0,female,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Strongly agree,Disagree,Strongly agree,afraid,Very afraid,afraid,Very afraid,Very afraid,Slightly afraid
19.0,female,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Not afraid,Not afraid,Very much afraid,Not afraid,Not afraid,Not afraid
22.0,male,Strongly agree,Neutral,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Disagree,Not afraid,Slightly afraid,Not afraid,Slightly afraid,Not afraid,Slightly afraid
20.0,female,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Strongly agree,Agree,Not afraid,Not afraid,Not afraid,Very afraid,Very much afraid,Not afraid
16.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly agree,Slightly afraid,Not afraid,Not afraid,Slightly afraid,Very much afraid,Very afraid
19.0,female,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly disagree,Neutral,Neutral,Slightly afraid,Very much afraid,afraid,Slightly afraid,Not afraid,afraid
20.0,female,Strongly agree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Slightly afraid,Not afraid,Slightly afraid,afraid,Slightly afraid,afraid
